path,top_level,required_area,role,extension,file_name,size_bytes,line_count,git_blob_sha,index_control_note,action_decision
data/source/document_lifecycle/starter_document_lifecycle_rules.json,data,data,Governed source data — document_lifecycle,.json,starter_document_lifecycle_rules.json,5282,139,d89bd5c7bd8a960957f5192fc3ed974c5d1644e0,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/document_template_bodies/mvp_document_template_bodies.json,data,data,Governed source data — document_template_bodies,.json,mvp_document_template_bodies.json,153174,3768,ed231319a17f938e5319ac07b901e3bb60550336,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/document_templates/starter_document_templates.json,data,data,Governed source data — document_templates,.json,starter_document_templates.json,3876,95,1cad8b1ec47de736c13185fe9b5ea80181f9daee,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/library_baseline/m27_library_baseline.json,data,data,Governed source data — library_baseline,.json,m27_library_baseline.json,1867,49,a9229eb518c01bf3333a06740859b29c42366f77,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/mappings/mvp_mappings.json,data,data,Governed source data — mappings,.json,mvp_mappings.json,665922,19108,e12cf6a46453a7b6ffcfba1c0f91f5edff9a351b,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/mappings/starter_mappings.json,data,data,Governed source data — mappings,.json,starter_mappings.json,21371,655,fd45f8acd39c3f4542b4fe8085d79b173523c51d,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/output_validation/starter_output_validation_rules.json,data,data,Governed source data — output_validation,.json,starter_output_validation_rules.json,4070,104,d52feb127b7ee789384e58ab3a0612c125116635,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/planning_basis/mvp_planning_basis_duration_refs.json,data,data,Governed source data — planning_basis,.json,mvp_planning_basis_duration_refs.json,458439,11333,c03da96870b36a44f8df7f4c1fc4dac9ba77b41f,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/planning_basis/starter_planning_basis.json,data,data,Governed source data — planning_basis,.json,starter_planning_basis.json,69068,1663,01565c2b54204c424ab96121689872e492823415,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/profiles/mvp_cleanroom_hvac_profiles.json,data,data,Governed source data — profiles,.json,mvp_cleanroom_hvac_profiles.json,3097,105,5372b5a2fba97cab5adb30d605c17c4c57bb39fe,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/profiles/mvp_csv_profiles.json,data,data,Governed source data — profiles,.json,mvp_csv_profiles.json,2755,96,dce74b1d058564af7eeb1b4e09bdb4a7e87badb2,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/profiles/mvp_decommissioning_profiles.json,data,data,Governed source data — profiles,.json,mvp_decommissioning_profiles.json,2809,95,b56f15df21cefd6dafd6af35cdd03438ff458cc1,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/profiles/mvp_manual_fallback_profiles.json,data,data,Governed source data — profiles,.json,mvp_manual_fallback_profiles.json,1947,67,33376a5f3f4a0fc240ca1c8355fbe7966264f680,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/profiles/mvp_process_equipment_profiles.json,data,data,Governed source data — profiles,.json,mvp_process_equipment_profiles.json,23618,777,608f0d42263f9a1fb7ab328ac46f4afc81773ba9,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/profiles/mvp_qc_lab_equipment_profiles.json,data,data,Governed source data — profiles,.json,mvp_qc_lab_equipment_profiles.json,2854,98,f037196a6706406794113404ed71de94824d33cc,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/profiles/mvp_utilities_profiles.json,data,data,Governed source data — profiles,.json,mvp_utilities_profiles.json,24155,747,18e5cc6645d998cc233d39de0ba482a8d63695ed,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/profiles/starter_profiles.json,data,data,Governed source data — profiles,.json,starter_profiles.json,14237,411,e22aa5e1b96b5a932ca5e7979e74666f4feec1e6,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/renderer_output/starter_renderer_output_contracts.json,data,data,Governed source data — renderer_output,.json,starter_renderer_output_contracts.json,881,26,e0c2e6fbcf20ae69cd0f81b3b63d36a6717f86f6,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/standards_applicability/mvp_document_standards_applicability_matrix.json,data,data,Governed source data — standards_applicability,.json,mvp_document_standards_applicability_matrix.json,44579,1011,f54951d7b701a1ce533838e0d2914216ce5e2237,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/standards_backed_output/starter_standards_backed_output_controls.json,data,data,Governed source data — standards_backed_output,.json,starter_standards_backed_output_controls.json,6881,169,9eaea6676467f8bb8a008d439cbcf93d6b880f1e,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/standards_bundles/starter_standards_bundle_bindings.json,data,data,Governed source data — standards_bundles,.json,starter_standards_bundle_bindings.json,11854,305,dea808df20fe04b2a2c9828583c49eea491017a8,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/standards_citation/mvp_document_citation_policy.json,data,data,Governed source data — standards_citation,.json,mvp_document_citation_policy.json,34715,913,47a156332b71a88a46fd8c0ecb277f1596bbb779,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/standards_registry/standards_source_registry_v0_1.json,data,data,Governed source data — standards_registry,.json,standards_source_registry_v0_1.json,11738,305,0957558987a6cac4d4d557c06f2b95cc53d00d9c,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/task_pools/mvp_cleanroom_hvac_task_pools.json,data,data,Governed source data — task_pools,.json,mvp_cleanroom_hvac_task_pools.json,12904,362,47f11b66fac88100d6a0eb24c47bd15f3fb37adb,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/task_pools/mvp_csv_task_pools.json,data,data,Governed source data — task_pools,.json,mvp_csv_task_pools.json,11386,324,cd077d43917b7ebe2311f386e5d0ee8ff56cc6eb,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/task_pools/mvp_decommissioning_task_pools.json,data,data,Governed source data — task_pools,.json,mvp_decommissioning_task_pools.json,38320,1038,6e8ad5f420087560760b4241f9e667ad79318606,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/task_pools/mvp_manual_fallback_task_pools.json,data,data,Governed source data — task_pools,.json,mvp_manual_fallback_task_pools.json,7768,211,f088def9a9aa5d0aee6af679379b4822fc6f605e,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/task_pools/mvp_process_equipment_task_pools.json,data,data,Governed source data — task_pools,.json,mvp_process_equipment_task_pools.json,133487,3828,a167d9b51dd73b712a0747d43ccba2092dce0aee,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/task_pools/mvp_qc_lab_equipment_task_pools.json,data,data,Governed source data — task_pools,.json,mvp_qc_lab_equipment_task_pools.json,13137,366,e4cf0715fee32106ba281dc0027057cf79dfa0fc,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/task_pools/mvp_utilities_task_pools.json,data,data,Governed source data — task_pools,.json,mvp_utilities_task_pools.json,124264,3498,4679d04b18784c5605ce4fa553b57ac1c31e8639,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/task_pools/starter_task_pools.json,data,data,Governed source data — task_pools,.json,starter_task_pools.json,35949,1065,2517da5d764bd42b4203c932678314bd343ab7d1,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/trial_documents/mvp_trial_scenario_coverage.json,data,data,Governed source data — trial_documents,.json,mvp_trial_scenario_coverage.json,33374,895,5487b3851ad6d02b5115d4d36c42cf4c79a33eaa,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/source/trial_documents/starter_trial_document_scenarios.json,data,data,Governed source data — trial_documents,.json,starter_trial_document_scenarios.json,3024,78,18f2797b93c88d483e9939af5f8e6ea035548e70,Tracked source-library data used by ASBP product-core behavior.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
data/state/state.json,data,data,Repository data,.json,state.json,2432,105,0881a9c5555d2f64feb5e1f87d952f7ea3cf836b,Tracked data asset.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/README.md,docs,docs,Documentation evidence — README.md,.md,README.md,2662,45,ba1595db802d3b1c5c667f5201c6f4170469dc78,Tracked documentation/evidence asset.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/REPO_DOCS_RESTRUCTURE_MAP.md,docs,docs,Documentation evidence — REPO_DOCS_RESTRUCTURE_MAP.md,.md,REPO_DOCS_RESTRUCTURE_MAP.md,8748,193,0efac97d65f4b1f3830419b00c302c5fd664a178,Tracked documentation/evidence asset.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/REPO_DOCS_RESTRUCTURE_PLAN.md,docs,docs,Documentation evidence — REPO_DOCS_RESTRUCTURE_PLAN.md,.md,REPO_DOCS_RESTRUCTURE_PLAN.md,6367,260,7875b706a7a179bdd37cb906bc2a52771467e7b2,Tracked documentation/evidence asset.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/REPO_DOCS_RESTRUCTURE_WAVE2_SUMMARY.md,docs,docs,Documentation evidence — REPO_DOCS_RESTRUCTURE_WAVE2_SUMMARY.md,.md,REPO_DOCS_RESTRUCTURE_WAVE2_SUMMARY.md,1193,45,c9c6617fc3bf555110a6d9f7493a17baae9deb55,Tracked documentation/evidence asset.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M10_UAT_PROTOCOL.md,docs,docs,UAT evidence,.md,M10_UAT_PROTOCOL.md,33337,1058,11f65658d6d3adeb5528d58c49a5017379be85c0,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M10_UAT_REPORT.md,docs,docs,UAT evidence,.md,M10_UAT_REPORT.md,6000,108,0d3ae07a99bf2630becdc51992f5e92187e47b5e,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M11_UAT_PROTOCOL.md,docs,docs,UAT evidence,.md,M11_UAT_PROTOCOL.md,19695,683,03c3ce1eadf73f070d63ef707e8ab62f66553b58,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M11_UAT_REPORT.md,docs,docs,UAT evidence,.md,M11_UAT_REPORT.md,4446,89,ef9293535a4349f393b1c7594ce8095c4cf5deab,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M12/M12_UAT_PROTOCOL.md,docs,docs,UAT evidence,.md,M12_UAT_PROTOCOL.md,6726,205,f0793b6f0c6ddb848774221c7749d1c66df7f859,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M12/M12_UAT_REPORT.md,docs,docs,UAT evidence,.md,M12_UAT_REPORT.md,3479,88,f0ce46c8be6aa6c52aa0d64a81bfda4d189583b9,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M12/README.md,docs,docs,UAT evidence,.md,README.md,100,6,5f9ecec5b69c64839571f7a3bc0c4b1d449c7b50,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M13/M13_UAT_PROTOCOL.md,docs,docs,UAT evidence,.md,M13_UAT_PROTOCOL.md,4326,132,de1b1ae2007d2db2846e50b9fb808d7c0d4c49b3,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M13/M13_UAT_REPORT.md,docs,docs,UAT evidence,.md,M13_UAT_REPORT.md,3394,111,45a04274d190dd9345394918d228d5443d48a75a,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M13/README.md,docs,docs,UAT evidence,.md,README.md,103,6,221fa46bb58eab8880c7e668bce3b930e2aa0be3,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M14/M14_UAT_PROTOCOL.md,docs,docs,UAT evidence,.md,M14_UAT_PROTOCOL.md,5517,146,4d56d37c412ff9c4e8664dde39598983447962b5,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M14/M14_UAT_REPORT.md,docs,docs,UAT evidence,.md,M14_UAT_REPORT.md,4483,126,f6285a910cf145effacc2a302de85d0040650167,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M14/README.md,docs,docs,UAT evidence,.md,README.md,119,6,dd38115aa8c7edafc1796731c0f6eb89324816aa,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M15/M15_UAT_PROTOCOL.md,docs,docs,UAT evidence,.md,M15_UAT_PROTOCOL.md,6313,171,6c3a2a1cb585eac9913044a15dc0737bca623f36,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M15/M15_UAT_REPORT.md,docs,docs,UAT evidence,.md,M15_UAT_REPORT.md,5497,146,284f22713a01f019868cd25faa336e3eeba87684,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M15/README.md,docs,docs,UAT evidence,.md,README.md,123,6,7e42e40df514ae3f86027ac4a7c986af9ae73900,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M16/M16_UAT_PROTOCOL.md,docs,docs,UAT evidence,.md,M16_UAT_PROTOCOL.md,6279,158,c5e3b38d57fb0fbcb2b96974a7ce639561bed236,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M16/M16_UAT_REPORT.md,docs,docs,UAT evidence,.md,M16_UAT_REPORT.md,4650,139,cac2818f6c5dabaecc46570699e1458c2d86732e,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M17/M17_UAT_PROTOCOL.md,docs,docs,UAT evidence,.md,M17_UAT_PROTOCOL.md,7045,161,5480e8cd230a94761de89a941a45908f1ac60f9b,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M17/M17_UAT_REPORT.md,docs,docs,UAT evidence,.md,M17_UAT_REPORT.md,5421,149,42f62edaac1ec3e00eb2a896b29ed058158781ea,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M18/M18_UAT_PROTOCOL.md,docs,docs,UAT evidence,.md,M18_UAT_PROTOCOL.md,7703,157,e7cacb719f6b54b25c9cc8e5c608d2be1cbe7655,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M18/M18_UAT_REPORT.md,docs,docs,UAT evidence,.md,M18_UAT_REPORT.md,6121,163,443abc135e1b019c275dbc571a0f92698742c2e4,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M19/M19_UAT_PROTOCOL.md,docs,docs,UAT evidence,.md,M19_UAT_PROTOCOL.md,6850,180,3822a608d159d340a0851b9d5174313a183633f6,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M19/M19_UAT_REPORT.md,docs,docs,UAT evidence,.md,M19_UAT_REPORT.md,5678,193,8793aead32dfe9711d2f833e4edf6996b0b638ce,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M20/M20_UAT_PROTOCOL.md,docs,docs,UAT evidence,.md,M20_UAT_PROTOCOL.md,3485,121,91629d462783e698094bed17066239a655486689,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M20/M20_UAT_REPORT.md,docs,docs,UAT evidence,.md,M20_UAT_REPORT.md,2665,101,579c1311e369da770ee5ef6a6b00364d72de5058,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M21/M21_UAT_PROTOCOL.md,docs,docs,UAT evidence,.md,M21_UAT_PROTOCOL.md,4908,105,f845151ea9797bc6e9412c67af5c5f8f8027dfcc,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M21/M21_UAT_REPORT.md,docs,docs,UAT evidence,.md,M21_UAT_REPORT.md,6252,155,46526d2f877b3e1e6b38183456ad59aa5f5daff1,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M22/M22_UAT_PROTOCOL.md,docs,docs,UAT evidence,.md,M22_UAT_PROTOCOL.md,3431,112,582205d0a5bbaf9dfd10f8a5c08a5fa23c0cbf9e,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M22/M22_UAT_REPORT.md,docs,docs,UAT evidence,.md,M22_UAT_REPORT.md,5392,134,925dc41edbc9e48fcccf8de0b6fd73bf7b507ce9,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M23/M23_UAT_PROTOCOL.md,docs,docs,UAT evidence,.md,M23_UAT_PROTOCOL.md,4738,128,0e8a40a1a7f924fb6268e5802f5787fd0eec06b0,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M23/M23_UAT_REPORT.md,docs,docs,UAT evidence,.md,M23_UAT_REPORT.md,4855,140,27662ebd163631e90226c2a41455680400f2b4b9,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M24/M24_UAT_PROTOCOL.md,docs,docs,UAT evidence,.md,M24_UAT_PROTOCOL.md,5208,137,6db537ad256005b8618aa7eb4890e5c55a393322,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M24/M24_UAT_REPORT.md,docs,docs,UAT evidence,.md,M24_UAT_REPORT.md,5453,155,bbd0c2d48068f91c79b0f68827cf33a016b7b32e,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M25/M25_12_ROADMAP_RESET_UAT_OWNER_ACCEPTANCE.md,docs,docs,UAT evidence,.md,M25_12_ROADMAP_RESET_UAT_OWNER_ACCEPTANCE.md,6030,143,8a673eadf94521bcf57f69bec112f3395041e90d,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M28/M28_UAT_PROTOCOL.md,docs,docs,UAT evidence,.md,M28_UAT_PROTOCOL.md,7143,168,a0893895a3b6248d16ddcb7acc961f0f9ef03c9d,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M28/M28_UAT_REPORT.md,docs,docs,UAT evidence,.md,M28_UAT_REPORT.md,6795,176,e1cec54ef9e7b926f50610d4aa03ce96574559b8,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M29/M29_UAT_RETURN_PROTOCOL.md,docs,docs,UAT evidence,.md,M29_UAT_RETURN_PROTOCOL.md,5086,105,9013769bd2a49f2075faedcf2818f790d3509b5e,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M29/M29_UAT_RETURN_REPORT.md,docs,docs,UAT evidence,.md,M29_UAT_RETURN_REPORT.md,6680,131,9a18b0eefab57d3c9bed5c4826d245ead17fce50,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M4_UAT_PROTOCOL.md,docs,docs,UAT evidence,.md,M4_UAT_PROTOCOL.md,4786,171,efb569d222eb1f6cccf4af2676803499cf294a80,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M4_UAT_Report.md,docs,docs,UAT evidence,.md,M4_UAT_Report.md,839,30,2140284e8cc22fd3d4f2178f833a1b6d310696a4,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M5_UAT_PROTOCOL.md,docs,docs,UAT evidence,.md,M5_UAT_PROTOCOL.md,8714,352,432ef0e5420e53f64dfb57cad0c598c2a8c4f6fb,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M5_UAT_REPORT.md,docs,docs,UAT evidence,.md,M5_UAT_REPORT.md,2800,51,1ddf70b8892aba9aef3c2704a826bf74f7796816,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M6_UAT_PROTOCOL.md,docs,docs,UAT evidence,.md,M6_UAT_PROTOCOL.md,8337,266,09356014266044be41df1ff0dcfac6ec42936ee3,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M6_UAT_REPORT.md,docs,docs,UAT evidence,.md,M6_UAT_REPORT.md,1768,81,58bf3548837ac4cfef9346b79f586bc15596cc24,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M7_UAT_PROTOCOL.md,docs,docs,UAT evidence,.md,M7_UAT_PROTOCOL.md,2657,84,6ff96053494aa972f25508b7f2a65d004ad28640,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M7_UAT_REPORT.md,docs,docs,UAT evidence,.md,M7_UAT_REPORT.md,3039,94,cf21090c8141d2ed33dc5beaf4e8cdceb46cf990,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M8_UAT_PROTOCOL.md,docs,docs,UAT evidence,.md,M8_UAT_PROTOCOL.md,21946,680,bc3298096f4de8f8a8723220ebdc3220f74973e5,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M8_UAT_REPORT.md,docs,docs,UAT evidence,.md,M8_UAT_REPORT.md,7904,103,e7b5e80b851f9cb7a592422b67835173788ed1c4,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M9_UAT_PROTOCOL.md,docs,docs,UAT evidence,.md,M9_UAT_PROTOCOL.md,23182,699,7e71d50c49cb76cecf1fea6eed693380379d7354,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/M9_UAT_REPORT.md,docs,docs,UAT evidence,.md,M9_UAT_REPORT.md,7154,100,beb2b8c6a9158d4ee7c51a4e48ce9912be88182f,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/README.md,docs,docs,UAT evidence,.md,README.md,1230,44,49f8d5c556392195ef0f68e339da90e1d0b7ce50,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/evidence/M11_UAT_EXECUTION_LOG.md,docs,docs,UAT evidence,.md,M11_UAT_EXECUTION_LOG.md,38441,432,8c6237b21ca1464e8053ea139e121f47158bf739,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/evidence/M8_UAT_EXECUTION_LOG.md,docs,docs,UAT evidence,.md,M8_UAT_EXECUTION_LOG.md,18396,475,5053f77e0e7bab2c0edfb2aaf184e90b6e7b07fd,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/UAT/evidence/M9_UAT_EXECUTION_LOG.md,docs,docs,UAT evidence,.md,M9_UAT_EXECUTION_LOG.md,38313,903,770c6de112421d72cb526bdebc79dda05237e689,User acceptance / owner acceptance evidence.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/archives/control_recovery/CONTROL_RECOVERY_001_ROADMAP_GOVERNANCE_OPERATION_PACK_REPAIR.md,docs,docs,Archived historical evidence,.md,CONTROL_RECOVERY_001_ROADMAP_GOVERNANCE_OPERATION_PACK_REPAIR.md,19004,544,d4116d705e41ad16180322f0f35642a33ed18440,Archived evidence; not active execution authority unless explicitly reactivated.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/archives/design_notes/POST_M5_UAT_DESIGN_PATCH_PROPOSAL.md,docs,docs,Archived historical evidence,.md,POST_M5_UAT_DESIGN_PATCH_PROPOSAL.md,8411,248,962fe9d99f2330efe2a51cd35af0948313add035,Archived evidence; not active execution authority unless explicitly reactivated.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
docs/archives/roadmap_addenda/ROADMAP_ADDENDUM_01_TEST_INTEGRITY_RESTORATION.md,docs,docs,Archived historical evidence,.md,ROADMAP_ADDENDUM_01_TEST_INTEGRITY_RESTORATION.md,4242,110,f89524343f697047d4e033b6d0016295bd198604,Archived evidence; not active execution authority unless explicitly reactivated.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
